Picture_Number;Name_of_the_Artist;Date;Title;Epoch_Style;Category_Name;Width_original;Height_original;Width_unified;Height_unified;Position_Horizontal_Vertical;Subset_Rated_by_Everyone;All_Liking_M;All_Liking_SD;All_Valence_M;All_Valence_SD;All_Arousal_M;All_Arousal_SD;All_Visual_Complexity_M;All_Visual_Complexity_SD;All_Familiarity_M;All_Familiarity_SD;Female_Liking_M;Female_Liking_SD;Female_Valence_M;Female_Valence_SD;Female_Arousal_M;Female_Arousal_SD;Female_Visual_Complexity_M;Female_Visual_Complexity_SD;Female_Familiarity_M;Female_Familiarity_SD;Male_Liking_M;Male_Liking_SD;Male_Valence_M;Male_Valence_SD;Male_Arousal_M;Male_Arousal_SD;Male_Visual_Complexity_M;Male_Visual_Complexity_SD;Male_Familiarity_M;Male_Familiarity_SD;Source
10221;Rubens, Peter Paul;1617-18;The Abduction of the Daughters of Leucippus by Castor and Pollux;Baroque and Rococo ;Scenes;1483;1600;1112;1200;v;0;3,95;1,572;3,4;1,0954;4,85;1,0894;5,25;1,209;3,8;2,567;3,56;1,74;2,889;1,0541;5,111;0,7817;5,67;1;4,444;2,3511;4,27;1,421;3,818;0,9816;4,636;1,2863;4,91;1,3;3,273;2,7236;http://library.artstor.org
10222;Ribera de, Jusepe;1637;Apollo and Marsyas;Baroque and Rococo ;Scenes;2091;1600;1568;1200;h;0;2,95;1,356;1,95;0,887;5,35;0,6708;5,2;1,105;2,15;1,8715;3,2;1,317;1,8;0,7888;5,3;0,8233;5,4;0,843;1,6;0,6992;2,7;1,418;2,1;0,9944;5,4;0,5164;5;1,333;2,7;2,4967;http://library.artstor.org
10223;Ribera de, Jusepe;1639;Dream of Jacob;Baroque and Rococo ;Scenes;2115;1600;1586;1200;h;0;3,95;1,395;4,3;0,9234;2,7;1,1743;3,6;1,142;1,25;0,5501;3,4;1,35;4,2;0,9189;2,4;0,8433;3,4;0,966;1,4;0,6992;4,5;1,269;4,4;0,9661;3;1,4142;3,8;1,317;1,1;0,3162;http://library.artstor.org
10224;Ribera de, Jusepe;1639;Martyrdom of Saint Philip;Baroque and Rococo ;Scenes;1605;1600;1204;1200;h;0;3,4;1,501;2,2;0,8335;4,6;1,0954;4,65;0,988;1,25;0,7864;2,8;1,549;2,2;1,1353;4,7;1,0593;4,5;0,85;1,5;1,0801;4;1,247;2,2;0,4216;4,5;1,1785;4,8;1,135;1;0;http://library.artstor.org
10225;Velázquez, Diego;1620;Waterseller of Seville;Baroque and Rococo ;Scenes;1203;1600;902;1200;v;0;3,45;1,468;3,85;1,04;3,55;1,5035;3,7;1,302;1,25;0,7164;3,33;1,323;4;1;3,444;1,5899;4;1;1,111;0,3333;3,55;1,635;3,727;1,1037;3,636;1,5015;3,45;1,508;1,364;0,9244;http://library.artstor.org
10226;Velázquez, Diego;1630;Apollo in the Forge of Vulcan;Baroque and Rococo ;Scenes;2048;1600;1540;1200;h;0;4,65;1,268;4,45;0,8256;4,25;1,0699;4,55;1,146;1,35;0,8751;4,4;1,578;4,4;0,8433;4,4;0,8433;4,2;1,135;1,7;1,1595;4,9;0,876;4,5;0,8498;4,1;1,2867;4,9;1,101;1;0;http://de.wikipedia.org/wiki/Datei:Vel%C3%A1zquez_-_La_Fragua_de_Vulcano_%28Museo_del_Prado,_1630%29.jpg
10227;Velázquez, Diego;1656;Las Meninas (The Family of Philip IV);Baroque and Rococo ;Scenes;1394;1600;1046;1200;v;0;3,2;1,642;3,45;1,099;3,9;1,1653;4,8;1,056;2,25;2,1244;4,1;1,524;3,7;0,9487;3,9;1,5239;5,2;0,632;2,9;2,6013;2,3;1,252;3,2;1,2293;3,9;0,7379;4,4;1,265;1,6;1,3499;http://library.artstor.org
10228;Velázquez, Diego;1657;The Tapestry Weavers, or The Fable of Arachne;Baroque and Rococo ;Scenes;2120;1600;1576;1200;h;0;4,1;1,41;4,05;1,099;3,95;1,4318;5,15;0,875;1,7;1,1743;3,91;1,514;4;1,0954;3,818;1,2505;5,09;0,701;1,727;1,1037;4,33;1,323;4,111;1,1667;4,111;1,6915;5,22;1,093;1,667;1,3229;http://library.artstor.org
10229;Zurbarán de, Francisco;1635-40;Christ and the Virgin in the House at Nazareth;Baroque and Rococo ;Scenes;2148;1600;1611;1200;h;0;4,05;1,468;3,2;1,0563;3,15;1,04;4,45;1,099;1,25;0,4443;3,73;1,272;3,182;1,2505;3,182;1,0787;4;0,894;1,455;0,5222;4,44;1,667;3,222;0,8333;3,111;1,0541;5;1,118;1;0;http://library.artstor.org
10230;Heemskerck van, Egbert;unknown;The Elder Village Barber;Baroque and Rococo ;Scenes;2093;1600;1570;1200;h;0;3,65;1,137;3,1;0,7881;4,15;0,8127;4,65;1,309;2,05;1,9861;3,3;0,949;3,2;0,6325;4,1;0,8756;4,5;1,509;2,3;2,1108;4;1,247;3;0,9428;4,2;0,7888;4,8;1,135;1,8;1,9322;http://library.artstor.org
10231;Sorgh, Hendrik Martensz.;1643;A Kitchen;Baroque and Rococo ;Scenes;1354;1600;1015;1200;v;0;4,45;1,234;4,1;0,9679;3,4;1,2312;4,4;1,142;1,8;1,6416;4,4;1,174;3,9;0,7379;3,4;1,2649;4,5;1,179;2,4;2,1187;4,5;1,354;4,3;1,1595;3,4;1,2649;4,3;1,16;1,2;0,6325;http://library.artstor.org
10232;Steen, Jan;1660-70;The Parrot's Cage, Interior with a Woman who Carries a Parrot, two Trictrac Players and other Figures;Baroque and Rococo ;Scenes;1256;1600;939;1200;v;0;3,6;1,903;3,8;1,2814;3,25;1,0699;4,8;1,24;1,9;1,4832;4,8;1,874;4,4;1,075;3,2;1,2293;5,3;1,059;2,4;1,7764;2,4;0,966;3,2;1,2293;3,3;0,9487;4,3;1,252;1,4;0,9661;http://library.artstor.org
10233;Steen, Jan;1663-64;The Dissolute Household;Baroque and Rococo ;Scenes;1347;1600;1010;1200;v;0;3,3;1,261;3,25;0,7864;4,35;0,9333;4,3;1,302;1,65;1,268;3,1;1,197;3;0,8165;4,4;0,9661;4,3;1,16;1,9;1,2867;3,5;1,354;3,5;0,7071;4,3;0,9487;4,3;1,494;1,4;1,2649;http://library.artstor.org
10234;Steen, Jan;1664-65;Argument over a Card Game;Baroque and Rococo ;Scenes;2258;1600;1694;1200;h;0;3,8;1,576;3,7;1,2183;4,75;0,7864;4,75;1,118;1,95;1,4681;3,73;1,618;3,364;1,1201;4,636;0,9244;4,55;1,214;2;1,6125;3,89;1,616;4,111;1,2693;4,889;0,6009;5;1;1,889;1,3642;http://library.artstor.org
10235;Vermeer, Jan;1661-62;The Glass of Wine;Baroque and Rococo ;Scenes;2402;1600;1802;1200;h;0;4,4;1,095;4,3;0,6569;3,7;0,9234;4,55;1,317;1,25;0,7164;4,1;1,101;4,4;0,8433;3,6;0,8433;4,1;1,663;1,4;0,9661;4,7;1,059;4,2;0,4216;3,8;1,0328;5;0,667;1,1;0,3162;http://library.artstor.org
10236;Vermeer, Jan;1662-66;Woman Reading a Letter;Baroque and Rococo ;Scenes;1334;1600;1000;1200;v;0;3,6;1,603;3,5;0,8885;3,15;1,1367;3,2;1,196;1,15;0,3663;3,9;1,524;3,7;0,6749;3,2;1,3166;3,3;0,675;1,3;0,483;3,3;1,703;3,3;1,0593;3,1;0,9944;3,1;1,595;1;0;http://library.artstor.org
10237;Vermeer, Jan;1665-66;The Painter and his Model as Klio;Baroque and Rococo ;Scenes;1305;1600;979;1200;v;0;4,25;1,333;4,35;0,8751;2,95;1,3169;4,85;1,424;1,85;1,6631;4,67;1,118;4,556;0,7265;2,444;1,1304;5;1,581;2,556;2,1279;3,91;1,446;4,182;0,9816;3,364;1,3618;4,73;1,348;1,273;0,9045;http://library.artstor.org
10238;Boucher, François;1739;The Luncheon;Baroque and Rococo ;Scenes;1252;1600;939;1200;v;0;3,85;1,631;4,45;1,099;4,05;1,2763;4,65;1,348;1,6;1,429;4,27;1,489;4,545;1,2933;4,091;1,3751;4,45;1,214;2,091;1,8141;3,33;1,732;4,333;0,866;4;1,2247;4,89;1,537;1;0;http://library.artstor.org
10239;Boucher, François;1748;The Bird Catchers;Baroque and Rococo ;Scenes;1816;1600;1354;1200;h;0;4,65;1,226;4,8;1,0052;4,35;1,1367;5,6;0,754;1,85;1,4244;4,91;0,944;4,909;1,1362;4,545;1,0357;5,36;0,674;2,455;1,6949;4,33;1,5;4,667;0,866;4,111;1,2693;5,89;0,782;1,111;0,3333;http://library.artstor.org
10240;Fragonard, Jean-Honoré;1756-61;Stolen Kiss;Baroque and Rococo ;Scenes;2135;1600;1608;1200;h;0;3,75;1,164;3,85;1,1367;3,55;1,0501;4,55;1,276;1,65;1,4244;3,6;1,35;4;1,1547;3,4;0,8433;4,6;1,43;2,1;1,8529;3,9;0,994;3,7;1,1595;3,7;1,2517;4,5;1,179;1,2;0,6325;http://library.artstor.org
10241;Fragonard, Jean-Honoré;1771;Progress of Love;Baroque and Rococo ;Scenes;1215;1600;911;1200;v;0;4,1;1,553;4,05;1,099;5;1,2566;5,15;1,268;1,9;1,8035;4,9;1,287;4,2;1,2293;5,6;0,8433;5,5;1,434;2,7;2,3118;3,3;1,418;3,9;0,9944;4,4;1,3499;4,8;1,033;1,1;0,3162;http://library.artstor.org
10242;Watteau, Jean-Antoine;1717;The Embarkment to Cythera;Baroque and Rococo ;Scenes;2386;1600;1790;1200;h;0;4,3;1,49;4,55;0,9987;3,4;1,1877;4,75;1,517;1,8;1,1517;4,1;1,197;4,3;0,6749;3,3;1,2517;4,6;1,578;2,2;1,4757;4,5;1,78;4,8;1,2293;3,5;1,1785;4,9;1,524;1,4;0,5164;http://library.artstor.org
10243;Watteau, Jean-Antoine;1720;Italian Comedians;Baroque and Rococo ;Scenes;1929;1600;1447;1200;h;0;2,6;1,095;3,45;0,9445;4,25;1,1642;4,45;1,191;1,25;0,5501;2,7;1,252;3,3;1,0593;4,1;0,7379;4,5;1,179;1,2;0,4216;2,5;0,972;3,6;0,8433;4,4;1,5055;4,4;1,265;1,3;0,6749;http://library.artstor.org
10244;Watteau, Jean-Antoine;1720;Open Air Party;Baroque and Rococo ;Scenes;1975;1600;1481;1200;h;0;4,2;1,704;4,35;1,1367;3,6;1,3534;4,95;0,945;2,2;1,6092;5,1;1,37;5;0,8165;3,8;1,5492;5,3;0,949;3,2;1,7512;3,3;1,567;3,7;1,0593;3,4;1,1738;4,6;0,843;1,2;0,4216;http://library.artstor.org
10245;Gainsborough, Thomas;about 1750;Mr and Mrs Andrews;Baroque and Rococo ;Scenes;2600;1503;1920;1110;h;0;3,8;1,673;4,05;0,9987;2,75;1,2085;3,65;1,387;2,05;1,9861;4;1,936;4,333;1;2,444;1,1304;3,11;1,364;1,778;1,3944;3,64;1,502;3,818;0,9816;3;1,2649;4,09;1,3;2,273;2,4121;http://library.artstor.org
10246;Hogarth, William;1743;Marriage A-la-Mode. 1, The Marriage Settlement;Baroque and Rococo ;Scenes;2106;1600;1572;1200;h;0;4,05;1,191;4,1;0,8522;3,65;1,04;4,75;1,164;1,45;0,8256;4;1,333;4,4;0,8433;3,6;1,2649;4,6;1,35;1,7;1,0593;4,1;1,101;3,8;0,7888;3,7;0,8233;4,9;0,994;1,2;0,4216;http://library.artstor.org
10247;Wright of Derby, Joseph;1768;An Experiment on a Bird in the Air Pump;Baroque and Rococo ;Scenes;2133;1600;1597;1200;h;0;4,5;1,469;3,4;1,0463;4,3;1,4903;5,7;1,129;1,35;0,7452;4,5;1,716;3,2;0,9189;4;1,2472;5,7;1,059;1,3;0,483;4,5;1,269;3,6;1,1738;4,6;1,7127;5,7;1,252;1,4;0,9661;http://library.artstor.org
10248;Wright of Derby, Joseph;1770;Academy by Lamplight;Baroque and Rococo ;Scenes;1258;1600;941;1200;v;0;4,7;1,261;4,45;0,9445;4;1,3377;5;1,257;1,75;1,3328;4,7;1,252;4,6;0,6992;4,1;1,3703;5;1,247;2,2;1,6865;4,7;1,337;4,3;1,1595;3,9;1,3703;5;1,333;1,3;0,6749;http://library.artstor.org
10249;Wright of Derby, Joseph;1765;At the light of a candle, three men study a small replica of the Borghese gladiator;Baroque and Rococo ;Scenes;1949;1600;1462;1200;h;0;3,95;1,605;4,55;0,887;3,45;1,2344;4,65;1,226;1,2;0,6156;3,5;1,581;4,3;0,6749;3,4;0,8433;4;1,155;1,2;0,6325;4,4;1,578;4,8;1,0328;3,5;1,5811;5,3;0,949;1,2;0,6325;http://library.artstor.org
10250;Reynolds, Joshua;1765-66;George Clive and his family with an Indian maid;Baroque and Rococo ;Scenes;2004;1600;1503;1200;h;0;4,6;1,353;3,45;1,4318;4,3;1,5252;4,7;1,031;1,05;0,2236;4,7;1,337;3,2;1,6193;4,7;1,7029;4,5;1,269;1,1;0,3162;4,5;1,434;3,7;1,2517;3,9;1,2867;4,9;0,738;1;0;http://library.artstor.org
10251;Reynolds, Joshua;1789;Cupid and Psyche;Baroque and Rococo ;Scenes;1931;1600;1436;1200;h;0;4,1;1,683;4;1,214;3,55;1,572;4,35;1,137;1,55;1,099;3,78;1,856;4;1,4142;3,111;1,453;4,44;1,13;1,444;1,0138;4,36;1,567;4;1,0954;3,909;1,6404;4,27;1,191;1,636;1,206;http://library.artstor.org
10301;Girodet-Trioson, Anne Louis;1792;Hippocrates Refusing the Gifts of Artaxerxes;Idealistic tendencies;Scenes;2201;1600;1651;1200;h;0;4,7;1,689;3,75;0,7864;4,3;0,9234;5,5;0,946;2,45;1,7006;4,82;1,662;3,818;0,8739;4,273;0,7862;5,45;0,934;2,727;1,3484;4,56;1,81;3,667;0,7071;4,333;1,118;5,56;1,014;2,111;2,0883;http://library.artstor.org
10302;David, Jacques-Louis;1787;The Death of Socrates;Idealistic tendencies;Scenes;2439;1600;1838;1200;h;0;4,55;1,761;3,7;1,2607;4,65;1,04;4,7;1,455;3,05;2,3503;4,56;1,81;3,556;1,236;4,778;1,3017;4,56;1,667;2,889;2,5712;4,55;1,809;3,818;1,328;4,545;0,8202;4,82;1,328;3,182;2,2724;http://library.artstor.org
10303;David, Jacques-Louis;1787;The Oath of Horatii;Idealistic tendencies;Scenes;2043;1600;1532;1200;h;0;4;1,589;3,6;0,9403;4,05;0,9987;4,35;1,387;3,15;2,0844;4,4;1,647;3,5;0,7071;4,2;0,7888;4,3;1,767;4,2;2,1499;3,6;1,506;3,7;1,1595;3,9;1,1972;4,4;0,966;2,1;1,4491;http://library.artstor.org
10304;David, Jacques-Louis;1793;Assassination of Jean Paul Marat;Idealistic tendencies;Scenes;1345;1600;1009;1200;v;0;3,55;1,82;2,45;1,1459;4,6;0,9947;4;1,214;2,8;2,4623;3,4;1,713;2,5;1,1785;4,3;0,9487;3,8;1,033;2,4;2,4585;3,7;2,003;2,4;1,1738;4,9;0,9944;4,2;1,398;3,2;2,5298;http://library.artstor.org
10305;Vincent, François-André;1784;Arria and Paetus;Idealistic tendencies;Scenes;1927;1600;1445;1200;h;1;4,4;1,486;3,242;1,2022;4,908;0,9614;4,13;1,388;1,758;1,4201;4,23;1,511;3,233;1,2264;4,8;0,9352;3,92;1,381;1,933;1,5279;4,57;1,454;3,25;1,1879;5,017;0,9828;4,33;1,374;1,583;1,2926;http://library.artstor.org
10306;Ingres, Jean-Auguste-Dominique;1806;Bathing Woman (Baigneuse de Valpincon);Idealistic tendencies;Scenes;1053;1600;790;1200;v;0;3,6;1,635;4,2;1,0563;3,75;1,2513;3,55;1,191;1,95;1,6051;3,36;1,362;3,818;0,8739;3,727;1,1037;3,64;0,674;2,364;1,7477;3,89;1,965;4,667;1,118;3,778;1,4814;3,44;1,667;1,444;1,3333;http://library.artstor.org
10307;Ingres, Jean-Auguste-Dominique;1814;The Grand Odalisque;Idealistic tendencies;Scenes;2600;1450;1920;1071;h;0;4,65;1,268;4,45;1,2763;4,25;1,3717;3,95;1,356;2,45;1,905;4,3;1,567;4;1,4907;3,8;1,4757;3,7;1,494;3;2,1602;5;0,816;4,9;0,8756;4,7;1,1595;4,2;1,229;1,9;1,5239;http://library.artstor.org
10308;Kauffmann, Angelika;1785;Pliny the Younger;Idealistic tendencies;Scenes;1980;1600;1488;1200;h;0;3,8;1,542;3,05;1,0501;4,7;1,0311;4,75;1,118;1,9;1,2524;3,4;1,713;3,1;1,3703;4,7;0,8233;4,8;1,317;2,1;1,4491;4,2;1,317;3;0,6667;4,7;1,2517;4,7;0,949;1,7;1,0593;http://library.artstor.org
10309;David, Jacques-Louis;1781-84;Belisarius Asking for Alms (Louvre version);Idealistic tendencies;Scenes;3885;3376;1382;1200;h;0;3,8;1,824;3,25;1,1642;4,7;0,8645;4,5;1,318;1,65;1,0894;3,6;1,897;3,2;1,1353;4,6;0,5164;4,3;0,949;1,7;1,1595;4;1,826;3,3;1,2517;4,8;1,1353;4,7;1,636;1,6;1,075;http://library.artstor.org
10310;Regnault, Jean-Baptiste;1796-97;Death of Cleopatra;Idealistic tendencies;Scenes;3904;3112;1505;1200;h;0;3,75;1,482;3,05;1,0501;4,15;1,04;3,9;1,483;1,7;1,1286;4,3;1,567;3;0,9428;4,2;1,1353;4,2;1,687;2;1,2472;3,2;1,229;3,1;1,1972;4,1;0,9944;3,6;1,265;1,4;0,9661;http://library.artstor.org
10311;Delacroix, Eug?ne;1830;Liberty Leading the People (July 28th 1830);Idealistic tendencies;Scenes;2001;1600;1492;1200;h;0;5,3;1,302;4,15;1,5313;5,75;1,0195;5,45;1,191;4,75;2,6132;4,9;1,524;3,4;1,3499;5,7;1,0593;5,4;1,506;5;2,4944;5,7;0,949;4,9;1,3703;5,8;1,0328;5,5;0,85;4,5;2,8382;http://library.artstor.org
10312;Delacroix, Eug?ne;1837;"The Battle of Taillebourg (between Louis IX, King of France, and Henry III, King of England; July 21, 1242)";Idealistic tendencies;Scenes;1890;1600;1418;1200;h;0;4,1;1,714;3,5;1,3572;5,25;0,9665;6;1,298;1,8;1,6733;3,2;1,619;2,9;1,5239;5;0,6667;6,1;1,101;2,4;2,2211;5;1,333;4,1;0,8756;5,5;1,1785;5,9;1,524;1,2;0,4216;http://library.artstor.org
10313;Füssli, Johann Heinrich;1796;The Night-Hag Visiting Lapland Witches;Idealistic tendencies;Scenes;2009;1600;1507;1200;h;0;3,75;1,65;2,65;0,9333;4,4;0,9403;4,65;1,348;1,4;1,3534;3,55;1,508;2,909;1,0445;4,545;0,9342;4,64;1,206;1,727;1,7939;4;1,871;2,333;0,7071;4,222;0,9718;4,67;1,581;1;0;http://library.artstor.org
10314;Gericault, Théodore;1821;Horse Race (Derby of 1821 at Epsom);Idealistic tendencies;Scenes;2138;1600;1604;1200;h;0;4;1,451;3,4;1,2312;4,95;0,9445;4,1;1,252;1,2;0,6959;4,22;1,093;3;1,4142;5,333;0,5;4,22;1,093;1;0;3,82;1,722;3,727;1,009;4,636;1,1201;4;1,414;1,364;0,9244;http://library.artstor.org
10315;Gericault,  Théodore;1819;The Raft of the Medusa;Idealistic tendencies;Scenes;2369;1600;1777;1200;h;1;4,4;1,585;2,708;1,2394;5,083;1,0337;5,63;1,028;2,883;2,2311;4,03;1,646;2,55;1,185;4,983;0,9296;5,7;0,926;3,267;2,2689;4,77;1,442;2,867;1,2818;5,183;1,1273;5,57;1,125;2,5;2,1432;http://library.artstor.org
10316;Girodet-Trioson, Anne Louis;1808;The Burial of Atala;Idealistic tendencies;Scenes;2067;1600;1550;1200;h;0;4,9;1,447;3,45;1,3563;4,1;0,9119;4,5;1,235;1,6;1,3534;5,4;1,075;3,3;1,567;4,4;0,9661;4,3;1,252;1,8;1,6865;4,4;1,647;3,6;1,1738;3,8;0,7888;4,7;1,252;1,4;0,9661;http://library.artstor.org
10317;Goya de, Francisco José;1797-98;Witches' Sabbath;Idealistic tendencies;Scenes;1110;1600;832;1200;v;0;3,5;1,638;2,55;1,099;4,75;1,0699;4,15;1,182;1,3;0,6569;3;1,633;2,4;0,9661;4,6;1,075;4,5;0,85;1,4;0,6992;4;1,563;2,7;1,2517;4,9;1,1005;3,8;1,398;1,2;0,6325;http://unidam.univie.ac.at
10318;Goya de, Francisco José;1814;The Third of May, 1808;Idealistic tendencies;Scenes;2089;1600;1567;1200;h;0;3,75;1,585;2,05;1,0501;5,05;1,099;4,35;0,988;3,45;2,8741;4,11;1,453;1,667;0,7071;5,222;1,0929;4,44;1,13;2,778;2,7285;3,45;1,695;2,364;1,206;4,909;1,1362;4,27;0,905;4;3;http://library.artstor.org
10319;Goya de, Francisco José;1820-23;Saturn Devouring His Son;Idealistic tendencies;Scenes;871;1600;653;1200;v;0;2,55;1,791;1,6;0,8826;5,45;1,2763;3,65;1,137;1,3;1,3416;2,1;1,595;1,4;0,6992;5,3;1,0593;3,9;1,287;1;0;3;1,944;1,8;1,0328;5,6;1,5055;3,4;0,966;1,6;1,8974;http://es.wikipedia.org/wiki/Saturno_devorando_a_un_hijo
10320;Goya de, Francisco José;unknown;Exorcism;Idealistic tendencies;Scenes;1126;1600;844;1200;v;0;3,4;1,569;2,4;1,2732;4,9;0,9679;4,55;1,234;1,1;0,3078;3,1;1,595;2;1,0541;5,2;0,7888;4,5;1,269;1,1;0,3162;3,7;1,567;2,8;1,3984;4,6;1,075;4,6;1,265;1,1;0,3162;http://library.artstor.org
10321;Cornelius von, Peter;1816-17;Joseph Interpreting Pharaoh's Dream;Idealistic tendencies;Scenes;2225;1600;1667;1200;h;0;4,55;1,317;4,4;0,7539;3,8;1,3992;4,5;1,357;2;1,5894;4,45;1,128;4,273;0,6467;3,727;1,1037;4,27;1,421;2;1,8439;4,67;1,581;4,556;0,8819;3,889;1,7638;4,78;1,302;2;1,3229;http://library.artstor.org
10322;Feuerbach, Anselm;1871;Medea and the Dagger;Idealistic tendencies;Scenes;1038;1600;779;1200;v;0;4,25;1,07;3,65;0,9881;3,55;0,9987;4,15;1,182;1,55;1,0501;4;0,943;3,5;0,9718;3,8;1,0328;3,8;1,229;1,8;1,1353;4,5;1,179;3,8;1,0328;3,3;0,9487;4,5;1,08;1,3;0,9487;http://library.artstor.org
10323;Ingres, Jean-Auguste-Dominique;1827;Homer's Apotheosis;Idealistic tendencies;Scenes;2129;1600;1597;1200;h;0;4,25;1,713;4,25;0,9105;4,05;1,2763;5,3;1,302;1,85;1,04;4,36;1,502;3,909;0,8312;3,909;1,3003;5,18;1,401;2,091;1,0445;4,11;2,028;4,667;0,866;4,222;1,3017;5,44;1,236;1,556;1,0138;http://library.artstor.org
10324;Janmot, Louis;1854;Nightmare;Idealistic tendencies;Scenes;2049;1600;1537;1200;h;1;4,47;1,833;2,625;1,0695;5,3;1,0659;4,43;1,275;1,508;1,3658;4,63;1,785;2,567;0,9806;5,267;1,133;4,48;1,384;1,75;1,6011;4,3;1,88;2,683;1,157;5,333;1,0028;4,37;1,164;1,267;1,0393;http://library.artstor.org
10325;Millais, John Everett;1851-52;Ophelia;Idealistic tendencies;Scenes;2353;1600;1765;1200;h;0;5,2;1,642;3,55;1,1459;3,95;1,5035;4,9;1,021;2,8;2,6477;5;1,936;3,111;0,928;3,556;1,5092;4,89;1,054;3;3;5,36;1,433;3,909;1,221;4,273;1,4894;4,91;1,044;2,636;2,4606; 
10326;Overbeck, Johann Friedrich;1866;Christ escaping;Idealistic tendencies;Scenes;1963;1600;1472;1200;h;0;3,3;1,455;3,8;1,0052;4,5;1;4,4;1,095;2,5;2,0131;2,7;0,483;3,6;0,8433;4,5;0,8498;4,3;1,337;3,6;2,2706;3,9;1,853;4;1,1547;4,5;1,1785;4,5;0,85;1,4;0,8433;http://library.artstor.org
10327;Schnorr von Carolsfeld, Julius;1828;Ruth meets Boaz;Idealistic tendencies;Scenes;1895;1600;1421;1200;h;0;3,75;1,585;4,15;0,6708;3,6;1,1425;4,1;1,294;1,75;1,3717;3,7;1,767;4,1;0,7379;3,5;1,0801;4,2;1,398;1,6;1,075;3,8;1,476;4,2;0,6325;3,7;1,2517;4;1,247;1,9;1,6633;http://library.artstor.org
10328;Schwind von, Moritz Ludwig;1844;Sabina von Steinbach;Idealistic tendencies;Scenes;1605;1600;1204;1200;h;0;4;1,654;4,5;0,8885;3,5;0,9459;4,25;1,552;1,55;1,1459;4,9;1,287;4,7;1,0593;3,7;1,0593;4,6;0,966;1,9;1,4491;3,1;1,524;4,3;0,6749;3,3;0,8233;3,9;1,969;1,2;0,6325;http://library.artstor.org
10401;Courbet, Gustave;1854;The Corn Sifters;Realistic tendencies I. (19th century);Scenes;2031;1600;1523;1200;h;0;3,95;1,191;3,45;0,9445;3,55;1,1459;3,95;0,887;1,05;0,2236;3,6;1,35;3,6;1,075;4;1,1547;3,9;0,876;1;0;4,3;0,949;3,3;0,8233;3,1;0,9944;4;0,943;1,1;0,3162;http://library.artstor.org
10402;Courbet, Gustave;1855;The Painter's Studio, A Real Allegory Summarizing Seven Years of My Life as an Artist;Realistic tendencies I. (19th century);Scenes;2600;1529;1920;1129;h;0;3,85;1,387;3,7;1,0311;4,1;1,1653;5,2;1,24;1,7;1,2183;3,6;1,43;3,6;0,8433;4;0,9428;5,2;1,229;2;1,4907;4,1;1,37;3,8;1,2293;4,2;1,3984;5,2;1,317;1,4;0,8433;http://library.artstor.org
10403;Repin, Ilja Jefimowitsch;1870-73;Volga Boatman;Realistic tendencies I. (19th century);Scenes;2600;1202;1920;888;h;0;5,35;1,309;2,95;1,2763;5,35;1,0894;4,8;1,399;1,45;1,4681;5,2;1,229;3;1,2472;5,4;1,1738;4,5;1,581;1,3;0,9487;5,5;1,434;2,9;1,3703;5,3;1,0593;5,1;1,197;1,6;1,8974;http://en.wikipedia.org/wiki/Barge_Haulers_on_the_Volga
10404;Repin, Ilja Jefimowitsch;1880-91;Reply of the Zaporozhian Cossacks;Realistic tendencies I. (19th century);Scenes;2724;1600;1920;1128;h;0;5,25;1,372;4,7;1,3018;5,4;1,0463;5,85;0,813;2,2;2,1667;5,55;0,82;4,909;1,0445;5,545;1,0357;5,82;0,982;2,364;2,3779;4,89;1,833;4,444;1,5899;5,222;1,0929;5,89;0,601;2;2;http://en.wikipedia.org/wiki/Reply_of_the_Zaporozhian_Cossacks
10405;Dupré, Julien;1880;The mowers of Luzerne;Realistic tendencies I. (19th century);Scenes;2021;1600;1516;1200;h;0;4,9;1,41;4,15;0,7452;3,5;1,3572;4,2;1,881;1,75;1,3328;4,89;1,269;4,222;0,6667;3,889;1,1667;4,33;2;1,889;1,5366;4,91;1,578;4,091;0,8312;3,182;1,4709;4,09;1,868;1,636;1,206;http://library.artstor.org
10406;Leibl, Wilhelm;1881-82;Three Women in Church;Realistic tendencies I. (19th century);Scenes;1054;1600;781;1200;v;0;4;1,451;3,4;0,8208;3,1;0,9119;4,3;1,129;1,75;1,6504;3,91;1,514;3,364;0,6742;3;0,8944;3,82;0,982;2;2,0494;4,11;1,453;3,444;1,0138;3,222;0,9718;4,89;1,054;1,444;1,0138; 
10407;Manet, Édouard;1863;Luncheon on the Grass;Realistic tendencies I. (19th century);Scenes;2049;1600;1529;1200;h;0;4,45;1,432;4,7;0,9787;4,05;1,3945;4,55;1,146;1,95;1,8202;4,8;1,687;4,9;0,9944;4,4;1,4298;4,7;1,16;2,7;2,3118;4,1;1,101;4,5;0,9718;3,7;1,3375;4,4;1,174;1,2;0,6325;http://library.artstor.org
10408;Menzel, Adolph;1872-75;The Rolling Mill;Realistic tendencies I. (19th century);Scenes;2574;1600;1920;1200;h;0;4,7;1,261;3,05;1,0501;5,3;1,0311;5,95;0,759;2,95;2,1145;4,2;1,229;2,7;0,6749;5,3;0,9487;6,1;0,876;3;2,2111;5,2;1,135;3,4;1,2649;5,3;1,1595;5,8;0,632;2,9;2,1318;http://library.artstor.org
